{'reviewerID': 'jq0vd3mgIqgnw-tj-JvEfA', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'FPO7PSNbLZ0izk2q4ss3aQ', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.0595, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'Hq5Qg_MgJ8NjWJkyXHAnOg', 'poss_spam': 0.3912, 'spam': 0.0001, 'spam_score_total': 0.0435, 'not_spam': 0.0001, 'spam_score_ts': 0.1304}
{'reviewerID': 'tlbE-fFPMJ9VJDRk5AiCGw', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.0508, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'oC1C9J8L41BQLs-pngA0cQ', 'poss_spam': 0.0466, 'spam': 0.1291, 'spam_score_total': 0.3599, 'not_spam': 0.0001, 'spam_score_ts': 0.3598}
{'reviewerID': 'DDAmeIj_4aUAjvtpU4IjSQ', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'xYofbtqlzs5DaW4M_eITdw', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'Gy3e2FS44Sk3H9ColwVWIw', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.0508, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': '15znE0NM6nDU2oR-i5RXVA', 'poss_spam': 0.3742, 'spam': 0.0565, 'spam_score_total': 0.2754, 'not_spam': 0.0001, 'spam_score_ts': 0.2754}
{'reviewerID': '0Dh4D6YzE_I-Dwcmgi9GBg', 'poss_spam': 0.2017, 'spam': 0.025, 'spam_score_total': 0.1339, 'not_spam': 0.0001, 'spam_score_ts': 0.1339}
{'reviewerID': '3zETQEZrHiJNE38RFT8eNw', 'poss_spam': 0.3828, 'spam': 0.0001, 'spam_score_total': 0.0425, 'not_spam': 0.0001, 'spam_score_ts': 0.1276}
{'reviewerID': 'YNUZAPSoBlK2PwWHBQxVBg', 'poss_spam': 0.0001, 'spam': 0.1978, 'spam_score_total': 0.5369, 'not_spam': 0.0001, 'spam_score_ts': 0.5275}
{'reviewerID': 'MfhI88812oE4SQiW3APfsQ', 'poss_spam': 0.0001, 'spam': 0.0453, 'spam_score_total': 0.1208, 'not_spam': 0.0001, 'spam_score_ts': 0.1208}
{'reviewerID': 'MsLYPZ5WBqPHksc18Y2FEg', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'kHqwAX3PvXe-W71MUZsUHQ', 'poss_spam': 0.3209, 'spam': 0.0008, 'spam_score_total': 0.1092, 'not_spam': 0.0001, 'spam_score_ts': 0.1092}
{'reviewerID': 'tHXgs_-znLHCDUOhISRQ1A', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'd19VWxkXk3glukbSsE-VUw', 'poss_spam': 0.0007, 'spam': 0.0685, 'spam_score_total': 0.1828, 'not_spam': 0.0001, 'spam_score_ts': 0.1829}
{'reviewerID': 'zT0PuDsIV-S7M-W_NaX9vw', 'poss_spam': 0.5486, 'spam': 0.018, 'spam_score_total': 0.2321, 'not_spam': 0.0001, 'spam_score_ts': 0.2308}
{'reviewerID': 'b12hG2QUBmaw330P7fp3OA', 'poss_spam': 0.1701, 'spam': 0.032, 'spam_score_total': 0.0473, 'not_spam': 0.0001, 'spam_score_ts': 0.142}
{'reviewerID': '4OD0Vuq38IcQlOf2qI3PnQ', 'poss_spam': 0.0001, 'spam': 0.0359, 'spam_score_total': 0.0957, 'not_spam': 0.0001, 'spam_score_ts': 0.0957}
{'reviewerID': 'L4C5O0Hjil0Py_Doj7ZuvQ', 'poss_spam': 0.5113, 'spam': 0.0001, 'spam_score_total': 0.1704, 'not_spam': 0.0001, 'spam_score_ts': 0.1704}
{'reviewerID': 'eXOJ-ebVVX3ZbOOzcvpjzQ', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'A0e-tQr8h6nZ7a9VzZMgCg', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'YLHE1tI0xTQq2WB__mcAyA', 'poss_spam': 0.0486, 'spam': 0.0589, 'spam_score_total': 0.1755, 'not_spam': 0.0001, 'spam_score_ts': 0.1734}
{'reviewerID': '_ZpReIeR1PoET0loCE8K3w', 'poss_spam': 0.2631, 'spam': 0.0114, 'spam_score_total': 0.1122, 'not_spam': 0.0001, 'spam_score_ts': 0.1181}
{'reviewerID': 'h_CeTdnLzqqoYrTNJha2cA', 'poss_spam': 0.3126, 'spam': 0.0017, 'spam_score_total': 0.1089, 'not_spam': 0.0001, 'spam_score_ts': 0.1088}
{'reviewerID': '3tOdDlyOleC7AadM0yYuQA', 'poss_spam': 0.6034, 'spam': 0.0069, 'spam_score_total': 0.1459, 'not_spam': 0.0001, 'spam_score_ts': 0.2197}
{'reviewerID': 'CtAepWCJb9hruVASeR1gOw', 'poss_spam': 0.5103, 'spam': 0.0001, 'spam_score_total': 0.0567, 'not_spam': 0.0001, 'spam_score_ts': 0.1701}
{'reviewerID': 'fndYlWBXCGu1vL5y8-kr4Q', 'poss_spam': 0.0001, 'spam': 0.1319, 'spam_score_total': 0.3373, 'not_spam': 0.0001, 'spam_score_ts': 0.3518}
{'reviewerID': 'DkJya-j5ZPxygeusMoc5yQ', 'poss_spam': 0.3209, 'spam': 0.0009, 'spam_score_total': 0.1091, 'not_spam': 0.0001, 'spam_score_ts': 0.1092}
{'reviewerID': 'WYb34OTvM4LoGSXvfTotFw', 'poss_spam': 0.0001, 'spam': 0.0658, 'spam_score_total': 0.0585, 'not_spam': 0.0001, 'spam_score_ts': 0.1756}
{'reviewerID': 'g1a4BCTywjBsgZLrs6rmDw', 'poss_spam': 0.0001, 'spam': 0.0218, 'spam_score_total': 0.0581, 'not_spam': 0.0001, 'spam_score_ts': 0.0581}
{'reviewerID': 'awmRirDC7WWig6R07XZ_oA', 'poss_spam': 0.0001, 'spam': 0.1127, 'spam_score_total': 0.2999, 'not_spam': 0.0001, 'spam_score_ts': 0.3006}
{'reviewerID': 'pho72eTUPELEPEesOlK7Fw', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.0466, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'iEeb_5RSBLYuoNQm5nlCgA', 'poss_spam': 0.4216, 'spam': 0.0001, 'spam_score_total': 0.1405, 'not_spam': 0.0001, 'spam_score_ts': 0.1405}
{'reviewerID': 'KNiSAPf3RKUR-DALI2mesQ', 'poss_spam': 0.0001, 'spam': 0.1105, 'spam_score_total': 0.3414, 'not_spam': 0.0001, 'spam_score_ts': 0.2948}
{'reviewerID': 'DrTmpnMmhxDs2wV7i8PyOg', 'poss_spam': 0.0755, 'spam': 0.1227, 'spam_score_total': 0.3591, 'not_spam': 0.0001, 'spam_score_ts': 0.3524}
{'reviewerID': 'oavPd3eVwL0N8Y4t3WvrBw', 'poss_spam': 0.206, 'spam': 0.024, 'spam_score_total': 0.137, 'not_spam': 0.0001, 'spam_score_ts': 0.1328}
{'reviewerID': 'xL4EOIKW6ZRM06T1lMjb_w', 'poss_spam': 0.0001, 'spam': 0.1613, 'spam_score_total': 0.4333, 'not_spam': 0.0001, 'spam_score_ts': 0.4301}
{'reviewerID': 'ZMzxLGZYCtplGN-gYSU31Q', 'poss_spam': 0.1385, 'spam': 0.039, 'spam_score_total': 0.1467, 'not_spam': 0.0001, 'spam_score_ts': 0.1502}
{'reviewerID': 'vEkca8Z2xY_9nyyx2HiGpw', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'NUe7goLuyJ_O60MWGzEbWw', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'w_ymCHECOkjlz8bX4aemoQ', 'poss_spam': 0.0622, 'spam': 0.0559, 'spam_score_total': 0.1699, 'not_spam': 0.0001, 'spam_score_ts': 0.1699}
{'reviewerID': 'DnPBBREBYZaluveq_BgKEA', 'poss_spam': 0.0602, 'spam': 0.1261, 'spam_score_total': 0.2205, 'not_spam': 0.0001, 'spam_score_ts': 0.3564}
{'reviewerID': 'xcZo4LD1AgwH-aeKD2Rvtw', 'poss_spam': 0.2318, 'spam': 0.0881, 'spam_score_total': 0.3121, 'not_spam': 0.0001, 'spam_score_ts': 0.3121}
{'reviewerID': 'zIHwo4SaYA21AFFf_DiOCg', 'poss_spam': 0.0001, 'spam': 0.0609, 'spam_score_total': 0.1556, 'not_spam': 0.0001, 'spam_score_ts': 0.1625}
{'reviewerID': 'kgHcYU5dZRgwZQFoVrzNnA', 'poss_spam': 0.0001, 'spam': 0.0897, 'spam_score_total': 0.2339, 'not_spam': 0.0001, 'spam_score_ts': 0.2393}
{'reviewerID': 'Pm9GAkqd1OkTZ2QWfcla1Q', 'poss_spam': 0.0001, 'spam': 0.0453, 'spam_score_total': 0.126, 'not_spam': 0.0001, 'spam_score_ts': 0.1208}
{'reviewerID': 'keOrSU_LEKl-9jh9FywjFQ', 'poss_spam': 0.3205, 'spam': 0.001, 'spam_score_total': 0.0365, 'not_spam': 0.0001, 'spam_score_ts': 0.1095}
{'reviewerID': '3wq5u6jaZOYzkU2kQOqRwA', 'poss_spam': 0.062, 'spam': 0.056, 'spam_score_total': 0.0566, 'not_spam': 0.0001, 'spam_score_ts': 0.1699}
{'reviewerID': 'P7NvsmRUguXW9mboV4i_gQ', 'poss_spam': 0.0001, 'spam': 0.0277, 'spam_score_total': 0.0246, 'not_spam': 0.0001, 'spam_score_ts': 0.0738}
{'reviewerID': 'ghK8r7iFqyW6A5DxjLBb2w', 'poss_spam': 0.4485, 'spam': 0.0001, 'spam_score_total': 0.1495, 'not_spam': 0.0001, 'spam_score_ts': 0.1495}
{'reviewerID': 'LiDTErTwxvfpFlcEFN0q6w', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1811, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': '8PYcX0DD0vQ552J3CapHCQ', 'poss_spam': 0.3207, 'spam': 0.0009, 'spam_score_total': 0.1093, 'not_spam': 0.0001, 'spam_score_ts': 0.1094}
{'reviewerID': '3GNvIP1-RRzk9q5vVtbZpQ', 'poss_spam': 0.0001, 'spam': 0.0218, 'spam_score_total': 0.0581, 'not_spam': 0.0001, 'spam_score_ts': 0.0581}
{'reviewerID': 'EGqcvwKh7ZKKnJvDiyjdsg', 'poss_spam': 0.3422, 'spam': 0.0001, 'spam_score_total': 0.1357, 'not_spam': 0.0001, 'spam_score_ts': 0.1142}
{'reviewerID': '8ND7jru6wY7vr3q7KnLcQw', 'poss_spam': 0.3338, 'spam': 0.0002, 'spam_score_total': 0.1112, 'not_spam': 0.0001, 'spam_score_ts': 0.1117}
{'reviewerID': 'teo98XObbEewDHqiJDrxMg', 'poss_spam': 0.3211, 'spam': 0.0007, 'spam_score_total': 0.0363, 'not_spam': 0.0001, 'spam_score_ts': 0.109}
{'reviewerID': 'ePB3pBx7eE6ozJ3QHRTxtw', 'poss_spam': 0.0001, 'spam': 0.1824, 'spam_score_total': 0.477, 'not_spam': 0.0001, 'spam_score_ts': 0.4864}
{'reviewerID': 'yu6dWQC7kScY9TArGc_DHg', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'HpXAAsG3NNxVq6WDWSOdRg', 'poss_spam': 0.321, 'spam': 0.0008, 'spam_score_total': 0.0364, 'not_spam': 0.0001, 'spam_score_ts': 0.1091}
{'reviewerID': 'jxTfYFfbBzL9RWCoZyM2HA', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'nWYBIchJ82bepKROYthIbg', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': '2twfOpOzul0ggUgFpdDqaQ', 'poss_spam': 0.1, 'spam': 0.1173, 'spam_score_total': 0.343, 'not_spam': 0.0001, 'spam_score_ts': 0.3461}
{'reviewerID': 'ogBLaNrp8AfPvU84km4Nmg', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': '6kS7PEF_WoHgcQmBNZGN0A', 'poss_spam': 0.1278, 'spam': 0.0414, 'spam_score_total': 0.1529, 'not_spam': 0.0001, 'spam_score_ts': 0.1529}
{'reviewerID': 'FH79bierETA44QEW86mx1g', 'poss_spam': 0.0001, 'spam': 0.1669, 'spam_score_total': 0.4339, 'not_spam': 0.0001, 'spam_score_ts': 0.4451}
{'reviewerID': 'VOnwT-0rrYmqck-T6TWQUA', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'T4gJBo6jA9BbbwDZT8M-Fw', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'F0B1t6Nnrb97T_UUjoxkzg', 'poss_spam': 0.0002, 'spam': 0.1355, 'spam_score_total': 0.3613, 'not_spam': 0.0001, 'spam_score_ts': 0.3614}
{'reviewerID': 'nGrh5vt88ihnDX9W-rjz3A', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.0507, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': '_C8dTusVGvODMuygWbZrtg', 'poss_spam': 0.0082, 'spam': 0.0679, 'spam_score_total': 0.1835, 'not_spam': 0.0001, 'spam_score_ts': 0.1838}
{'reviewerID': 'quQ657_JzIKLeIYFeA-mwQ', 'poss_spam': 0.0001, 'spam': 0.0952, 'spam_score_total': 0.2714, 'not_spam': 0.0001, 'spam_score_ts': 0.254}
{'reviewerID': 'Dpyal9p7-E1HJgcRixQLdg', 'poss_spam': 0.2414, 'spam': 0.0859, 'spam_score_total': 0.3127, 'not_spam': 0.0001, 'spam_score_ts': 0.3096}
{'reviewerID': 'veZYygPQQwreDknTjLsYSQ', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': '5QVSMS-vV4jOgDLLPV75Mw', 'poss_spam': 0.0001, 'spam': 0.2228, 'spam_score_total': 0.6174, 'not_spam': 0.0001, 'spam_score_ts': 0.5941}
{'reviewerID': 'f_z2PCV2FLyXR5LzQUAVdw', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'G5LXEaxhQMF_BVjNHkVr7g', 'poss_spam': 0.0001, 'spam': 0.3088, 'spam_score_total': 0.7918, 'not_spam': 0.0001, 'spam_score_ts': 0.8235}
{'reviewerID': 'VBg3w7JMTAkd6txRTpQw2g', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'vWxQvbuUVMMvn6zvfNxVZg', 'poss_spam': 0.243, 'spam': 0.0856, 'spam_score_total': 0.1825, 'not_spam': 0.0001, 'spam_score_ts': 0.3092}
{'reviewerID': 'EU2V6NOtkDkMtbIJEeEjzw', 'poss_spam': 0.0308, 'spam': 0.1326, 'spam_score_total': 0.3639, 'not_spam': 0.0001, 'spam_score_ts': 0.3639}
{'reviewerID': 'Vgxyd-HuA0mGr4t2OueJ7g', 'poss_spam': 0.0303, 'spam': 0.1327, 'spam_score_total': 0.3602, 'not_spam': 0.0001, 'spam_score_ts': 0.364}
{'reviewerID': '5DLd32wA2AquFh1aFNOlWw', 'poss_spam': 0.0001, 'spam': 0.0792, 'spam_score_total': 0.2092, 'not_spam': 0.0001, 'spam_score_ts': 0.2111}
{'reviewerID': 'Pl1FAOSC8YybNVgpOrg7Qg', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.0508, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'KiHezw05wPk7Q6q3j_JNUA', 'poss_spam': 0.0001, 'spam': 0.1434, 'spam_score_total': 0.3823, 'not_spam': 0.0001, 'spam_score_ts': 0.3823}
{'reviewerID': 'Um9KoNmaFPhYxAaRYTqcXA', 'poss_spam': 0.5666, 'spam': 0.0001, 'spam_score_total': 0.1889, 'not_spam': 0.0001, 'spam_score_ts': 0.1889}
{'reviewerID': 'S0Pji5ZPQwlolC7vlq1lug', 'poss_spam': 0.0001, 'spam': 0.0795, 'spam_score_total': 0.205, 'not_spam': 0.0001, 'spam_score_ts': 0.212}
{'reviewerID': 'BNh_DNuW_P5hFcJlMQNZVA', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'fHnNpM0L4237GRIhidZm8Q', 'poss_spam': 0.2309, 'spam': 0.0185, 'spam_score_total': 0.1264, 'not_spam': 0.0001, 'spam_score_ts': 0.1264}
{'reviewerID': 'X8CgSu1t6CVGsZgYjYrRqg', 'poss_spam': 0.0001, 'spam': 0.1299, 'spam_score_total': 0.2378, 'not_spam': 0.0001, 'spam_score_ts': 0.3465}
{'reviewerID': 'G9Vb6yQ047TC3O_-GG4WZA', 'poss_spam': 0.247, 'spam': 0.0847, 'spam_score_total': 0.3082, 'not_spam': 0.0001, 'spam_score_ts': 0.3082}
{'reviewerID': '0WMbqtgIDjckmbByLaO3rQ', 'poss_spam': 0.3238, 'spam': 0.0677, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.2884}
{'reviewerID': 'D1Wbw8tlt8sNCq049No5pA', 'poss_spam': 0.0484, 'spam': 0.1287, 'spam_score_total': 0.1924, 'not_spam': 0.0001, 'spam_score_ts': 0.3594}
{'reviewerID': '3Ttx_EwurF4tVRn723SIjw', 'poss_spam': 0.099, 'spam': 0.1175, 'spam_score_total': 0.3597, 'not_spam': 0.0001, 'spam_score_ts': 0.3464}
{'reviewerID': 'lQb1ix5CJHOGhcDdQfQQ8w', 'poss_spam': 0.2309, 'spam': 0.0185, 'spam_score_total': 0.1368, 'not_spam': 0.0001, 'spam_score_ts': 0.1263}
{'reviewerID': 'P3I590iTJZTRDwyBdw28Rw', 'poss_spam': 0.1879, 'spam': 0.0978, 'spam_score_total': 0.2155, 'not_spam': 0.0001, 'spam_score_ts': 0.3234}
{'reviewerID': 'tWW1xvaMZmiOD55TcbGmJA', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': '-TJxHbisZahgOzgMepiMAg', 'poss_spam': 0.0001, 'spam': 0.0492, 'spam_score_total': 0.1272, 'not_spam': 0.0001, 'spam_score_ts': 0.1312}
{'reviewerID': 'mLaXMWYitlNf4bXH_UjFOw', 'poss_spam': 0.0001, 'spam': 0.0407, 'spam_score_total': 0.1115, 'not_spam': 0.0001, 'spam_score_ts': 0.1087}
{'reviewerID': 'Scm1hkYM0zHYfm0GrC7KHQ', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.1399, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'XPOx-mCubVGQ1rRknztFtw', 'poss_spam': 0.3385, 'spam': 0.0644, 'spam_score_total': 0.2846, 'not_spam': 0.0001, 'spam_score_ts': 0.2846}
{'reviewerID': 'cXv1g6SGYqNkrfqiCI1Zxw', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'R2shatkK9JCeyB7D5FBuiw', 'poss_spam': 0.0001, 'spam': 0.0453, 'spam_score_total': 0.1208, 'not_spam': 0.0001, 'spam_score_ts': 0.1208}
{'reviewerID': 'HXjk1RVfLMPeZxitnk1Auw', 'poss_spam': 0.321, 'spam': 0.0008, 'spam_score_total': 0.0364, 'not_spam': 0.0001, 'spam_score_ts': 0.1091}
{'reviewerID': 'n4meBjksuA8ocbOtom8uIA', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1524, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'yTNuMXKuqbgrn88Q-iwIlw', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1323, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'oEHpQXv1s_upFtRN0SYJRA', 'poss_spam': 0.002, 'spam': 0.137, 'spam_score_total': 0.3672, 'not_spam': 0.0001, 'spam_score_ts': 0.3659}
{'reviewerID': 'YmTS2FFbScIKrGNywXgkag', 'poss_spam': 0.0001, 'spam': 0.0394, 'spam_score_total': 0.035, 'not_spam': 0.0001, 'spam_score_ts': 0.1051}
{'reviewerID': 'YUFP_z6cdME6v0vgTMV7Xw', 'poss_spam': 0.6382, 'spam': 0.002, 'spam_score_total': 0.2179, 'not_spam': 0.0001, 'spam_score_ts': 0.2181}
{'reviewerID': 'RJjicsMwN6GYjB9U0Em6fw', 'poss_spam': 0.4353, 'spam': 0.0001, 'spam_score_total': 0.1451, 'not_spam': 0.0001, 'spam_score_ts': 0.1451}
{'reviewerID': 'om5ZiponkpRqUNa3pVPiRg', 'poss_spam': 0.0001, 'spam': 0.1298, 'spam_score_total': 0.3559, 'not_spam': 0.0001, 'spam_score_ts': 0.3462}
{'reviewerID': '_ve6n92e1GowXEMPwGBoHA', 'poss_spam': 0.0008, 'spam': 0.0684, 'spam_score_total': 0.1832, 'not_spam': 0.0001, 'spam_score_ts': 0.1828}
{'reviewerID': 'dljTqwX0KHEWVSmTWcd3fw', 'poss_spam': 0.0001, 'spam': 0.0453, 'spam_score_total': 0.1245, 'not_spam': 0.0001, 'spam_score_ts': 0.1208}
{'reviewerID': 'Cp4JiQA_eW0O-JctBljdPQ', 'poss_spam': 0.0001, 'spam': 0.0288, 'spam_score_total': 0.0256, 'not_spam': 0.0001, 'spam_score_ts': 0.0769}
{'reviewerID': '3MqU9JOCX2Lwa39Kgzr4PQ', 'poss_spam': 0.0001, 'spam': 0.0394, 'spam_score_total': 0.1367, 'not_spam': 0.0001, 'spam_score_ts': 0.1051}
{'reviewerID': 'ckMFtaljrmXWaSiQqk9ZWA', 'poss_spam': 0.0001, 'spam': 0.05, 'spam_score_total': 0.1333, 'not_spam': 0.0001, 'spam_score_ts': 0.1333}
{'reviewerID': 'OGUP-XZvR46Cc7CtqUg3yw', 'poss_spam': 0.4196, 'spam': 0.0001, 'spam_score_total': 0.0466, 'not_spam': 0.0001, 'spam_score_ts': 0.1399}
{'reviewerID': 'BEMHBx5x4dwy3J4ReyCxHg', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1786, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'RVo4ydYRjDbDfGcSSBRCEg', 'poss_spam': 0.0001, 'spam': 0.1339, 'spam_score_total': 0.3565, 'not_spam': 0.0001, 'spam_score_ts': 0.3572}
{'reviewerID': 'ipleTHGh9KR8hO5U1yxzXw', 'poss_spam': 0.0001, 'spam': 0.2069, 'spam_score_total': 0.4973, 'not_spam': 0.0001, 'spam_score_ts': 0.5518}
{'reviewerID': '0MFR6Su_osQ2h8mkNu4sPg', 'poss_spam': 0.0001, 'spam': 0.057, 'spam_score_total': 0.1521, 'not_spam': 0.0001, 'spam_score_ts': 0.1521}
{'reviewerID': 'x6jiyy7a4OWaU7zb2VrYJw', 'poss_spam': 0.0009, 'spam': 0.0684, 'spam_score_total': 0.1831, 'not_spam': 0.0001, 'spam_score_ts': 0.1828}
{'reviewerID': 'yCpE2Mf8RKdKjkhNxL7MVQ', 'poss_spam': 0.0001, 'spam': 0.1095, 'spam_score_total': 0.2886, 'not_spam': 0.0001, 'spam_score_ts': 0.2921}
{'reviewerID': 'PE9O_0g044eb2KCHow02dg', 'poss_spam': 0.2574, 'spam': 0.0824, 'spam_score_total': 0.3096, 'not_spam': 0.0001, 'spam_score_ts': 0.3055}
{'reviewerID': '2l4heqFZRNa6Rd7Wloh2Hw', 'poss_spam': 0.0001, 'spam': 0.0511, 'spam_score_total': 0.1364, 'not_spam': 0.0001, 'spam_score_ts': 0.1364}
{'reviewerID': '9RBAfynMaMvmfk4UaEgcFQ', 'poss_spam': 0.1111, 'spam': 0.1846, 'spam_score_total': 0.5153, 'not_spam': 0.0001, 'spam_score_ts': 0.5292}
{'reviewerID': 'jMerCDHOrd76ViBl2PVWxA', 'poss_spam': 0.4354, 'spam': 0.0001, 'spam_score_total': 0.0484, 'not_spam': 0.0001, 'spam_score_ts': 0.1451}
{'reviewerID': 'gyyDKgkZgsseLriwNtHwrA', 'poss_spam': 0.116, 'spam': 0.1137, 'spam_score_total': 0.342, 'not_spam': 0.0001, 'spam_score_ts': 0.342}
{'reviewerID': 'mul5X8OwCAlYBSAJE5GIdw', 'poss_spam': 0.1707, 'spam': 0.0319, 'spam_score_total': 0.0473, 'not_spam': 0.0001, 'spam_score_ts': 0.1419}
{'reviewerID': 'GaezrGvLss8sshtDgsAheg', 'poss_spam': 0.5539, 'spam': 0.0001, 'spam_score_total': 0.0615, 'not_spam': 0.0001, 'spam_score_ts': 0.1846}
{'reviewerID': 'KBEeN3KoaRp-Q3m2WGC-ZQ', 'poss_spam': 0.0001, 'spam': 0.0482, 'spam_score_total': 0.1443, 'not_spam': 0.0001, 'spam_score_ts': 0.1286}
{'reviewerID': 'JdceYQNQyx7hSdaEQ9wcVA', 'poss_spam': 0.0001, 'spam': 0.0239, 'spam_score_total': 0.0212, 'not_spam': 0.0001, 'spam_score_ts': 0.0636}
{'reviewerID': 'vWE1Aev2sjlaM_HA50wmXA', 'poss_spam': 0.0284, 'spam': 0.0634, 'spam_score_total': 0.1711, 'not_spam': 0.0001, 'spam_score_ts': 0.1786}
{'reviewerID': 'E6vZxKxQp-OJ5ESf616utA', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'XvCemrbi-E9jYjz5p_q2sw', 'poss_spam': 0.3208, 'spam': 0.0009, 'spam_score_total': 0.0364, 'not_spam': 0.0001, 'spam_score_ts': 0.1093}
{'reviewerID': '6Q_itWphZ2Fn_qC6I53Fkg', 'poss_spam': 0.1296, 'spam': 0.041, 'spam_score_total': 0.1525, 'not_spam': 0.0001, 'spam_score_ts': 0.1525}
{'reviewerID': 'ayQGIKMmkwpZcpdjzlbd2w', 'poss_spam': 0.2812, 'spam': 0.0075, 'spam_score_total': 0.1137, 'not_spam': 0.0001, 'spam_score_ts': 0.1138}
